Timestamp | Command | CPU% | MEM% | RSS
2024-10-16 15:07:24 | k6 | 6.3 | 2.5 | 415.14
2024-10-16 15:07:24 | node | 17.3 | 6.3 | 1028.92
2024-10-16 15:07:25 | k6 | 6.4 | 2.5 | 417.52
2024-10-16 15:07:25 | node | 19.2 | 6.3 | 1030.02
2024-10-16 15:07:26 | k6 | 6.7 | 2.6 | 420.00
2024-10-16 15:07:26 | node | 19.9 | 6.3 | 1030.66
2024-10-16 15:07:27 | k6 | 6.9 | 2.6 | 422.62
2024-10-16 15:07:27 | node | 17.7 | 6.3 | 1032.33
2024-10-16 15:07:28 | k6 | 6.6 | 2.6 | 425.23
2024-10-16 15:07:28 | node | 23.9 | 6.3 | 1039.27
2024-10-16 15:07:29 | k6 | 8.8 | 2.6 | 428.05
2024-10-16 15:07:29 | node | 20.5 | 6.4 | 1042.81
2024-10-16 15:07:30 | k6 | 7.7 | 2.6 | 430.80
2024-10-16 15:07:30 | node | 18.6 | 6.4 | 1046.14
2024-10-16 15:07:31 | k6 | 5.5 | 2.6 | 433.50
2024-10-16 15:07:31 | node | 13.6 | 6.4 | 1047.38
2024-10-16 15:07:32 | k6 | 7.3 | 2.7 | 436.23
2024-10-16 15:07:32 | node | 17.1 | 6.4 | 1049.25
2024-10-16 15:07:33 | k6 | 6.3 | 2.7 | 438.05
2024-10-16 15:07:33 | node | 19.3 | 6.4 | 1049.38
2024-10-16 15:07:34 | k6 | 8.3 | 2.7 | 439.59
2024-10-16 15:07:34 | node | 23.7 | 6.4 | 1050.78
2024-10-16 15:07:35 | k6 | 6.7 | 2.7 | 441.14
2024-10-16 15:07:35 | node | 24.0 | 6.4 | 1052.06
2024-10-16 15:07:36 | k6 | 6.2 | 2.7 | 442.69
2024-10-16 15:07:36 | node | 19.5 | 6.4 | 1052.20
2024-10-16 15:07:37 | k6 | 7.0 | 2.7 | 444.25
2024-10-16 15:07:37 | node | 17.6 | 6.4 | 1053.44
2024-10-16 15:07:38 | k6 | 7.3 | 2.7 | 445.91
2024-10-16 15:07:38 | node | 23.3 | 6.4 | 1054.69
2024-10-16 15:07:39 | k6 | 7.5 | 2.7 | 447.45
2024-10-16 15:07:39 | node | 24.3 | 6.4 | 1055.97
2024-10-16 15:07:40 | k6 | 6.9 | 2.7 | 449.14
2024-10-16 15:07:40 | node | 18.5 | 6.4 | 1056.06
2024-10-16 15:07:41 | k6 | 5.6 | 2.8 | 450.77
2024-10-16 15:07:41 | node | 20.3 | 6.5 | 1057.39
2024-10-16 15:07:43 | k6 | 5.6 | 2.8 | 452.48
2024-10-16 15:07:43 | node | 15.1 | 6.5 | 1058.67
2024-10-16 15:07:44 | k6 | 7.3 | 2.8 | 454.17
2024-10-16 15:07:44 | node | 21.5 | 6.5 | 1059.94
2024-10-16 15:07:45 | k6 | 7.7 | 2.8 | 455.77
2024-10-16 15:07:45 | node | 20.6 | 6.5 | 1060.06
2024-10-16 15:07:46 | k6 | 5.5 | 2.8 | 457.48
2024-10-16 15:07:46 | node | 14.6 | 6.5 | 1061.27
2024-10-16 15:07:47 | k6 | 6.2 | 2.8 | 459.19
2024-10-16 15:07:47 | node | 18.5 | 6.5 | 1062.52
2024-10-16 15:07:48 | k6 | 6.0 | 2.8 | 460.86
2024-10-16 15:07:48 | node | 17.2 | 6.5 | 1064.36
2024-10-16 15:07:49 | k6 | 6.3 | 2.8 | 462.73
2024-10-16 15:07:49 | node | 20.3 | 6.5 | 1065.67
2024-10-16 15:07:50 | k6 | 7.4 | 2.8 | 464.48
2024-10-16 15:07:50 | node | 20.8 | 6.5 | 1066.91
2024-10-16 15:07:51 | k6 | 5.4 | 2.8 | 466.22
2024-10-16 15:07:51 | node | 18.6 | 6.5 | 1068.12
2024-10-16 15:07:52 | k6 | 7.9 | 2.9 | 467.95
2024-10-16 15:07:52 | node | 21.6 | 6.5 | 1068.23
2024-10-16 15:07:53 | k6 | 7.3 | 2.9 | 469.67
2024-10-16 15:07:53 | node | 20.7 | 6.5 | 1069.52
2024-10-16 15:07:54 | k6 | 7.7 | 2.9 | 471.45
2024-10-16 15:07:54 | node | 21.4 | 6.5 | 1070.73
2024-10-16 15:07:55 | k6 | 8.2 | 2.9 | 473.16
2024-10-16 15:07:55 | node | 22.4 | 6.5 | 1070.84
2024-10-16 15:07:56 | k6 | 6.8 | 2.9 | 474.89
2024-10-16 15:07:56 | node | 17.7 | 6.5 | 1072.22
2024-10-16 15:07:57 | k6 | 4.3 | 2.9 | 476.62
2024-10-16 15:07:57 | node | 16.5 | 6.6 | 1073.53
2024-10-16 15:07:58 | k6 | 7.1 | 2.9 | 478.34
2024-10-16 15:07:58 | node | 21.4 | 6.6 | 1074.81
2024-10-16 15:07:59 | k6 | 7.5 | 2.9 | 480.02
2024-10-16 15:07:59 | node | 21.1 | 6.6 | 1075.14
2024-10-16 15:08:00 | k6 | 6.4 | 2.9 | 481.64
2024-10-16 15:08:00 | node | 19.6 | 6.6 | 1076.38
2024-10-16 15:08:02 | k6 | 6.0 | 2.9 | 483.19
2024-10-16 15:08:02 | node | 18.4 | 6.6 | 1077.62
2024-10-16 15:08:03 | k6 | 5.7 | 3.0 | 484.83
2024-10-16 15:08:03 | node | 16.5 | 6.6 | 1077.81
2024-10-16 15:08:04 | k6 | 5.7 | 3.0 | 486.30
2024-10-16 15:08:04 | node | 15.6 | 6.6 | 1078.97
2024-10-16 15:08:05 | k6 | 5.8 | 3.0 | 488.00
2024-10-16 15:08:05 | node | 15.8 | 6.6 | 1079.06
2024-10-16 15:08:06 | k6 | 4.6 | 3.0 | 489.39
2024-10-16 15:08:06 | node | 12.1 | 6.6 | 1080.30
2024-10-16 15:08:07 | k6 | 5.3 | 3.0 | 490.81
2024-10-16 15:08:07 | node | 20.5 | 6.6 | 1080.41
2024-10-16 15:08:08 | k6 | 5.4 | 3.0 | 492.12
2024-10-16 15:08:08 | node | 13.4 | 6.6 | 1081.62
2024-10-16 15:08:09 | k6 | 4.8 | 3.0 | 493.31
2024-10-16 15:08:09 | node | 13.2 | 6.6 | 1081.69
2024-10-16 15:08:10 | k6 | 5.2 | 3.0 | 494.52
2024-10-16 15:08:10 | node | 13.6 | 6.6 | 1082.98
2024-10-16 15:08:11 | k6 | 4.1 | 3.0 | 495.77
2024-10-16 15:08:11 | node | 10.7 | 6.6 | 1083.03
2024-10-16 15:08:12 | k6 | 3.1 | 3.0 | 496.84
2024-10-16 15:08:12 | node | 10.4 | 6.6 | 1084.33
2024-10-16 15:08:13 | k6 | 3.2 | 3.0 | 497.91
2024-10-16 15:08:13 | node | 8.9 | 6.6 | 1084.39
2024-10-16 15:08:14 | k6 | 4.2 | 3.0 | 498.89
2024-10-16 15:08:14 | node | 11.2 | 6.6 | 1084.44
2024-10-16 15:08:15 | k6 | 2.8 | 3.1 | 499.92
2024-10-16 15:08:15 | node | 7.7 | 6.6 | 1084.48
2024-10-16 15:08:16 | k6 | 3.4 | 3.1 | 500.77
2024-10-16 15:08:16 | node | 8.9 | 6.6 | 1085.69
2024-10-16 15:08:17 | k6 | 2.0 | 3.1 | 501.64
2024-10-16 15:08:17 | node | 5.8 | 6.6 | 1085.72
2024-10-16 15:08:18 | k6 | 2.7 | 3.1 | 502.34
2024-10-16 15:08:18 | node | 7.6 | 6.6 | 1085.77
2024-10-16 15:08:19 | k6 | 3.1 | 3.1 | 503.23
2024-10-16 15:08:19 | node | 8.0 | 6.6 | 1085.80
2024-10-16 15:08:21 | k6 | 2.4 | 3.1 | 503.94
2024-10-16 15:08:21 | node | 7.3 | 6.6 | 1087.02
2024-10-16 15:08:22 | k6 | 2.1 | 3.1 | 504.58
2024-10-16 15:08:22 | node | 8.6 | 6.6 | 1087.06
2024-10-16 15:08:23 | k6 | 1.6 | 3.1 | 505.22
2024-10-16 15:08:23 | node | 4.7 | 6.6 | 1087.08
2024-10-16 15:08:24 | k6 | 1.3 | 3.1 | 505.80
2024-10-16 15:08:24 | node | 4.0 | 6.6 | 1087.11
2024-10-16 15:08:25 | k6 | 1.3 | 3.1 | 506.33
2024-10-16 15:08:25 | node | 3.6 | 6.6 | 1087.11
2024-10-16 15:08:26 | k6 | 0.6 | 3.1 | 506.75
2024-10-16 15:08:26 | node | 2.0 | 6.6 | 1087.12
2024-10-16 15:08:27 | k6 | 0.3 | 3.1 | 507.09
2024-10-16 15:08:27 | node | 1.3 | 6.6 | 1087.12
2024-10-16 15:08:28 | k6 | 243.2 | 2.9 | 476.52
2024-10-16 15:08:28 | node | 0.6 | 6.6 | 1087.12
2024-10-16 15:08:29 | k6 | 663.6 | 17.6 | 2891.55
2024-10-16 15:08:29 | node | 0.7 | 6.6 | 1087.12
2024-10-16 15:08:30 | k6 | 587.5 | 30.7 | 5032.36
2024-10-16 15:08:30 | node | 0.5 | 6.2 | 1020.28
2024-10-16 15:08:31 | k6 | 543.0 | 33.2 | 5440.16
2024-10-16 15:08:31 | node | 0.6 | 3.3 | 539.20
2024-10-16 15:08:32 | k6 | 422.4 | 40.2 | 6585.77
2024-10-16 15:08:32 | node | 0.7 | 0.5 | 77.67
2024-10-16 15:08:33 | k6 | 528.9 | 36.5 | 5984.55
2024-10-16 15:08:33 | node | 0.5 | 0.3 | 49.03
2024-10-16 15:08:34 | k6 | 281.2 | 35.4 | 5792.08
2024-10-16 15:08:34 | node | 0.7 | 0.2 | 38.72
2024-10-16 15:08:36 | k6 | 454.9 | 32.3 | 5292.42
2024-10-16 15:08:36 | node | 0.5 | 0.3 | 41.64
2024-10-16 15:08:37 | k6 | 412.7 | 31.7 | 5195.47
2024-10-16 15:08:37 | node | 0.9 | 0.3 | 41.73
2024-10-16 15:08:38 | k6 | 334.8 | 31.0 | 5077.06
2024-10-16 15:08:38 | node | 0.7 | 0.3 | 48.45
2024-10-16 15:08:39 | k6 | 470.4 | 24.8 | 4058.34
2024-10-16 15:08:39 | node | 0.5 | 0.3 | 41.73
2024-10-16 15:08:40 | k6 | 82.1 | 16.9 | 2772.58
2024-10-16 15:08:40 | node | 257.9 | 6.2 | 1015.66
2024-10-16 15:08:41 | k6 | 60.5 | 14.0 | 2292.83
2024-10-16 15:08:41 | node | 118.7 | 6.8 | 1110.97
2024-10-16 15:08:42 | k6 | 48.5 | 11.4 | 1875.14
2024-10-16 15:08:42 | node | 91.1 | 7.3 | 1203.81
2024-10-16 15:08:43 | k6 | 52.1 | 10.3 | 1690.67
2024-10-16 15:08:43 | node | 216.2 | 6.8 | 1109.16
2024-10-16 15:08:44 | k6 | 80.4 | 9.1 | 1495.80
2024-10-16 15:08:44 | node | 47.6 | 6.6 | 1079.08
2024-10-16 15:08:45 | k6 | 89.4 | 13.2 | 2159.72
2024-10-16 15:08:45 | node | 63.5 | 2.2 | 354.78
2024-10-16 15:08:47 | k6 | 41.7 | 9.3 | 1520.80
2024-10-16 15:08:47 | node | 26.4 | 1.5 | 248.70
2024-10-16 15:08:48 | k6 | 112.3 | 9.8 | 1605.30
2024-10-16 15:08:48 | node | 31.0 | 1.8 | 294.91
2024-10-16 15:08:49 | k6 | 142.7 | 14.5 | 2375.39
2024-10-16 15:08:49 | node | 15.8 | 1.1 | 175.34
2024-10-16 15:08:50 | k6 | 140.9 | 14.9 | 2436.48
2024-10-16 15:08:50 | node | 25.2 | 1.5 | 240.95
2024-10-16 15:08:51 | k6 | 134.2 | 14.6 | 2386.61
2024-10-16 15:08:51 | node | 32.8 | 1.2 | 192.52
2024-10-16 15:08:52 | k6 | 53.1 | 11.6 | 1893.47
2024-10-16 15:08:52 | node | 69.2 | 1.8 | 297.25
2024-10-16 15:08:53 | node | 293.7 | 7.1 | 1160.83
